OverallQual;YearBuilt;ExterQual;BsmtQual;TotalBsmtSF;GrLivArea;FullBath;KitchenQual;GarageCars;OverallGrade
6.0;1960.0;3.0;3.0;1383.0;1383.0;1.0;3.0;1.0;30.0
6.0;1916.0;3.0;3.0;844.0;2134.0;2.0;4.0;2.0;36.0
5.0;1920.0;3.0;3.0;596.0;1192.0;1.0;3.0;1.0;25.0
5.0;1964.0;3.0;3.0;1728.0;1728.0;2.0;3.0;1.0;20.0
5.0;1958.0;3.0;3.0;1056.0;1056.0;1.0;3.0;1.0;30.0
8.0;2003.0;4.0;4.0;3206.0;1629.0;2.0;4.0;3.0;40.0
7.0;2004.0;4.0;4.0;1358.0;1358.0;2.0;4.0;2.0;35.0
6.0;1998.0;3.0;4.0;943.0;1638.0;2.0;3.0;2.0;30.0
5.0;1965.0;3.0;3.0;1499.0;1786.0;2.0;3.0;2.0;30.0
9.0;2005.0;4.0;5.0;1922.0;1922.0;2.0;4.0;3.0;45.0
7.0;2002.0;4.0;4.0;1536.0;1536.0;2.0;4.0;2.0;35.0
7.0;1984.0;4.0;4.0;1208.0;1621.0;2.0;4.0;2.0;49.0
6.0;1958.0;3.0;3.0;1215.0;1215.0;1.0;3.0;1.0;42.0
8.0;2002.0;4.0;4.0;967.0;1908.0;2.0;4.0;2.0;40.0
4.0;1950.0;2.0;3.0;721.0;841.0;1.0;3.0;1.0;16.0
3.0;1949.0;3.0;0.0;0.0;1040.0;2.0;3.0;2.0;12.0
9.0;2005.0;5.0;5.0;1684.0;1684.0;2.0;5.0;2.0;45.0
5.0;1976.0;3.0;4.0;536.0;1112.0;1.0;3.0;1.0;15.0
6.0;1939.0;3.0;3.0;972.0;1577.0;1.0;2.0;1.0;30.0
6.0;1960.0;3.0;3.0;958.0;958.0;1.0;3.0;1.0;48.0
6.0;1960.0;3.0;3.0;1478.0;1478.0;2.0;3.0;2.0;30.0
7.0;2003.0;4.0;4.0;764.0;1626.0;2.0;4.0;2.0;35.0
9.0;2005.0;5.0;5.0;1848.0;2728.0;2.0;5.0;3.0;45.0
9.0;2007.0;5.0;5.0;1869.0;1869.0;2.0;5.0;2.0;45.0
7.0;1986.0;3.0;4.0;1453.0;1453.0;1.0;4.0;2.0;35.0
5.0;1941.0;3.0;3.0;616.0;1111.0;1.0;3.0;1.0;30.0
6.0;1928.0;3.0;3.0;624.0;720.0;1.0;3.0;2.0;48.0
6.0;1940.0;3.0;3.0;940.0;1595.0;1.0;3.0;1.0;30.0
6.0;1995.0;4.0;4.0;1200.0;1200.0;2.0;4.0;2.0;30.0
6.0;1992.0;3.0;4.0;1158.0;1167.0;2.0;4.0;2.0;36.0
5.0;1976.0;3.0;4.0;1142.0;1142.0;1.0;3.0;2.0;25.0
5.0;1958.0;3.0;3.0;1062.0;1352.0;1.0;4.0;1.0;20.0
8.0;1998.0;4.0;4.0;1086.0;1924.0;2.0;4.0;2.0;40.0
6.0;1978.0;3.0;4.0;888.0;912.0;1.0;3.0;2.0;36.0
5.0;1940.0;3.0;3.0;883.0;1505.0;1.0;3.0;1.0;25.0
7.0;2003.0;4.0;0.0;0.0;1922.0;3.0;4.0;2.0;35.0
6.0;1972.0;3.0;3.0;483.0;987.0;1.0;4.0;1.0;48.0
6.0;1976.0;3.0;4.0;796.0;1574.0;2.0;3.0;2.0;30.0
5.0;1920.0;3.0;3.0;672.0;1344.0;1.0;3.0;1.0;35.0
6.0;1963.0;3.0;4.0;1394.0;1394.0;1.0;3.0;2.0;30.0
6.0;1962.0;3.0;4.0;1099.0;1431.0;1.0;3.0;1.0;30.0
5.0;1954.0;3.0;3.0;1268.0;1268.0;1.0;3.0;1.0;30.0
5.0;1959.0;3.0;3.0;1063.0;1287.0;1.0;4.0;2.0;35.0
6.0;2000.0;3.0;4.0;953.0;1664.0;2.0;3.0;2.0;30.0
4.0;1959.0;3.0;0.0;0.0;1588.0;2.0;3.0;2.0;16.0
6.0;1984.0;3.0;4.0;744.0;752.0;1.0;3.0;1.0;30.0
5.0;1953.0;3.0;3.0;608.0;1319.0;1.0;3.0;1.0;30.0
7.0;2003.0;4.0;4.0;847.0;1928.0;2.0;4.0;2.0;35.0
1.0;1922.0;2.0;2.0;683.0;904.0;0.0;2.0;0.0;1.0
5.0;1996.0;4.0;4.0;870.0;914.0;1.0;3.0;2.0;25.0
8.0;2004.0;4.0;4.0;1580.0;2466.0;3.0;4.0;2.0;40.0
9.0;2010.0;4.0;5.0;1856.0;1856.0;1.0;5.0;3.0;18.0
6.0;2000.0;3.0;4.0;982.0;1800.0;2.0;3.0;2.0;30.0
5.0;1924.0;3.0;3.0;1026.0;1691.0;2.0;4.0;1.0;30.0
7.0;2006.0;4.0;4.0;1293.0;1301.0;2.0;4.0;2.0;35.0
7.0;2006.0;4.0;4.0;939.0;1797.0;2.0;4.0;2.0;35.0
6.0;1928.0;3.0;2.0;784.0;784.0;1.0;3.0;2.0;18.0
6.0;1992.0;4.0;4.0;1580.0;1953.0;2.0;4.0;2.0;30.0
8.0;2004.0;4.0;4.0;1256.0;1269.0;2.0;4.0;2.0;40.0
5.0;1910.0;3.0;3.0;658.0;1184.0;1.0;3.0;0.0;15.0
6.0;1976.0;3.0;3.0;1041.0;1125.0;1.0;3.0;1.0;36.0
7.0;1999.0;4.0;4.0;1468.0;1479.0;2.0;4.0;2.0;35.0
10.0;2007.0;5.0;5.0;1682.0;2332.0;2.0;5.0;3.0;50.0
5.0;1900.0;3.0;3.0;861.0;1367.0;1.0;3.0;1.0;40.0
6.0;2001.0;3.0;5.0;804.0;1961.0;2.0;4.0;2.0;30.0
5.0;1959.0;3.0;0.0;0.0;882.0;1.0;3.0;1.0;35.0
4.0;1941.0;3.0;3.0;788.0;788.0;1.0;3.0;0.0;20.0
5.0;1940.0;3.0;3.0;735.0;1034.0;1.0;3.0;1.0;30.0
5.0;1956.0;3.0;3.0;1144.0;1144.0;1.0;3.0;1.0;30.0
5.0;1972.0;3.0;3.0;894.0;894.0;1.0;3.0;2.0;25.0
5.0;1962.0;3.0;3.0;864.0;1812.0;2.0;3.0;1.0;25.0
5.0;1920.0;3.0;2.0;961.0;1077.0;1.0;3.0;1.0;10.0
7.0;2006.0;4.0;4.0;1092.0;1550.0;2.0;4.0;2.0;35.0
8.0;1996.0;4.0;4.0;1260.0;1288.0;1.0;5.0;2.0;40.0
7.0;2005.0;4.0;4.0;1310.0;1310.0;2.0;4.0;2.0;35.0
5.0;1940.0;3.0;3.0;672.0;672.0;1.0;3.0;1.0;40.0
8.0;1998.0;4.0;4.0;1141.0;2263.0;2.0;4.0;2.0;40.0
6.0;1995.0;3.0;4.0;806.0;1572.0;2.0;3.0;2.0;30.0
4.0;1976.0;3.0;3.0;1281.0;1620.0;2.0;3.0;2.0;16.0
6.0;1936.0;3.0;3.0;1064.0;1639.0;1.0;3.0;1.0;30.0
6.0;1915.0;3.0;4.0;840.0;1680.0;2.0;3.0;1.0;42.0
7.0;2006.0;4.0;5.0;1063.0;2172.0;2.0;4.0;3.0;35.0
8.0;2007.0;4.0;5.0;1034.0;2078.0;2.0;5.0;3.0;40.0
5.0;1958.0;3.0;3.0;1276.0;1276.0;1.0;3.0;1.0;15.0
5.0;1955.0;3.0;3.0;1056.0;1056.0;1.0;3.0;2.0;25.0
7.0;2009.0;5.0;5.0;1470.0;1478.0;2.0;4.0;2.0;35.0
5.0;1927.0;3.0;3.0;1008.0;1028.0;1.0;3.0;2.0;30.0
7.0;1993.0;4.0;4.0;1080.0;2097.0;2.0;4.0;3.0;35.0
7.0;2007.0;4.0;4.0;1340.0;1340.0;2.0;4.0;2.0;35.0
6.0;1978.0;3.0;3.0;672.0;1400.0;1.0;3.0;2.0;42.0
6.0;1918.0;3.0;4.0;1370.0;2624.0;2.0;3.0;3.0;36.0
5.0;1940.0;3.0;3.0;756.0;1134.0;1.0;3.0;1.0;30.0
5.0;1968.0;3.0;3.0;1056.0;1056.0;1.0;3.0;1.0;30.0
7.0;1997.0;3.0;4.0;1344.0;1344.0;2.0;3.0;4.0;35.0
6.0;1977.0;4.0;4.0;1602.0;1602.0;2.0;4.0;2.0;42.0
5.0;1954.0;3.0;3.0;988.0;988.0;1.0;3.0;2.0;25.0
8.0;1998.0;4.0;4.0;1470.0;2630.0;2.0;4.0;3.0;40.0
6.0;1956.0;3.0;4.0;1196.0;1196.0;1.0;3.0;1.0;30.0
7.0;1946.0;3.0;3.0;651.0;1389.0;1.0;3.0;1.0;56.0
7.0;1989.0;4.0;4.0;1518.0;1644.0;2.0;4.0;2.0;35.0
4.0;1957.0;3.0;3.0;907.0;907.0;1.0;3.0;1.0;24.0
7.0;2007.0;4.0;4.0;1208.0;1208.0;2.0;4.0;2.0;35.0
6.0;1988.0;3.0;4.0;1392.0;1412.0;2.0;4.0;2.0;30.0
6.0;1971.0;3.0;3.0;483.0;987.0;1.0;3.0;1.0;30.0
6.0;1920.0;3.0;3.0;901.0;1198.0;1.0;3.0;0.0;42.0
5.0;1971.0;3.0;3.0;765.0;1365.0;1.0;3.0;2.0;25.0
6.0;1997.0;3.0;4.0;926.0;1604.0;2.0;3.0;2.0;30.0
4.0;1972.0;3.0;4.0;630.0;630.0;1.0;3.0;0.0;28.0
7.0;1996.0;4.0;4.0;799.0;1661.0;2.0;4.0;2.0;42.0
6.0;1920.0;3.0;2.0;648.0;1118.0;1.0;3.0;2.0;48.0
6.0;1926.0;4.0;3.0;884.0;904.0;1.0;3.0;1.0;42.0
5.0;1913.0;3.0;3.0;440.0;694.0;1.0;4.0;1.0;30.0
6.0;1920.0;3.0;3.0;684.0;1196.0;1.0;4.0;2.0;48.0
10.0;2008.0;5.0;5.0;3094.0;2402.0;2.0;5.0;3.0;50.0
4.0;1955.0;3.0;3.0;1440.0;1440.0;2.0;2.0;0.0;16.0
5.0;1930.0;3.0;3.0;1078.0;1573.0;2.0;3.0;2.0;35.0
7.0;2006.0;4.0;5.0;1258.0;1258.0;2.0;4.0;3.0;35.0
7.0;1994.0;4.0;4.0;915.0;1908.0;2.0;4.0;2.0;35.0
6.0;1956.0;3.0;3.0;1436.0;1689.0;1.0;3.0;2.0;30.0
6.0;1966.0;4.0;3.0;1517.0;1888.0;2.0;4.0;2.0;36.0
7.0;1998.0;4.0;4.0;930.0;1886.0;2.0;4.0;2.0;35.0
6.0;1937.0;3.0;3.0;780.0;1376.0;2.0;3.0;1.0;36.0
3.0;1948.0;3.0;3.0;649.0;1183.0;1.0;3.0;1.0;21.0
6.0;1930.0;3.0;3.0;813.0;813.0;1.0;4.0;1.0;48.0
7.0;1975.0;3.0;4.0;1533.0;1533.0;2.0;4.0;2.0;35.0
6.0;1996.0;4.0;5.0;872.0;1756.0;2.0;3.0;2.0;30.0
8.0;2008.0;4.0;4.0;768.0;1590.0;2.0;4.0;2.0;40.0
5.0;1976.0;3.0;3.0;1728.0;1728.0;2.0;3.0;2.0;25.0
7.0;1973.0;3.0;3.0;1242.0;1242.0;1.0;3.0;2.0;42.0
5.0;1916.0;3.0;3.0;624.0;1344.0;1.0;3.0;3.0;25.0
4.0;1954.0;3.0;4.0;1364.0;1663.0;1.0;4.0;2.0;24.0
8.0;1925.0;3.0;3.0;588.0;1666.0;1.0;4.0;1.0;56.0
5.0;1950.0;3.0;3.0;709.0;1203.0;1.0;4.0;1.0;20.0
8.0;2009.0;4.0;4.0;832.0;1935.0;2.0;3.0;2.0;40.0
7.0;1936.0;4.0;4.0;560.0;1135.0;1.0;4.0;2.0;63.0
5.0;1965.0;3.0;3.0;864.0;864.0;1.0;3.0;1.0;25.0
6.0;1934.0;3.0;3.0;715.0;1660.0;1.0;3.0;1.0;42.0
5.0;1978.0;3.0;4.0;1040.0;1040.0;2.0;3.0;0.0;25.0
7.0;2004.0;4.0;4.0;1375.0;1414.0;2.0;4.0;2.0;35.0
7.0;1970.0;3.0;3.0;1277.0;1277.0;1.0;3.0;2.0;35.0
5.0;1942.0;3.0;3.0;728.0;1644.0;1.0;4.0;1.0;35.0
8.0;2006.0;4.0;4.0;1626.0;1634.0;2.0;4.0;3.0;40.0
6.0;1993.0;4.0;4.0;832.0;1710.0;2.0;4.0;2.0;30.0
8.0;1985.0;4.0;4.0;1488.0;1502.0;1.0;4.0;2.0;40.0
7.0;1977.0;3.0;4.0;808.0;1969.0;2.0;3.0;2.0;42.0
6.0;2005.0;3.0;4.0;547.0;1072.0;1.0;3.0;2.0;30.0
8.0;2006.0;4.0;5.0;1976.0;1976.0;2.0;4.0;3.0;40.0
8.0;2000.0;4.0;4.0;1494.0;1652.0;2.0;5.0;2.0;40.0
5.0;1963.0;3.0;3.0;970.0;970.0;1.0;3.0;2.0;30.0
6.0;1997.0;3.0;4.0;1478.0;1493.0;2.0;4.0;2.0;30.0
9.0;2006.0;5.0;4.0;2153.0;2643.0;2.0;5.0;3.0;45.0
8.0;2007.0;4.0;5.0;1705.0;1718.0;2.0;4.0;3.0;40.0
4.0;1937.0;3.0;2.0;907.0;1131.0;1.0;3.0;2.0;28.0
9.0;2004.0;4.0;5.0;1833.0;1850.0;2.0;4.0;3.0;45.0
9.0;2003.0;4.0;5.0;1792.0;1792.0;2.0;5.0;3.0;45.0
7.0;1915.0;4.0;3.0;910.0;1826.0;1.0;5.0;1.0;56.0
6.0;1998.0;3.0;5.0;1216.0;1216.0;2.0;3.0;2.0;30.0
5.0;1962.0;3.0;3.0;999.0;999.0;1.0;4.0;1.0;35.0
5.0;1950.0;4.0;3.0;1113.0;1113.0;1.0;4.0;1.0;35.0
5.0;1965.0;3.0;3.0;1073.0;1073.0;1.0;3.0;2.0;35.0
5.0;1971.0;3.0;4.0;1484.0;1484.0;2.0;3.0;2.0;30.0
5.0;1900.0;3.0;3.0;954.0;2414.0;2.0;3.0;2.0;20.0
4.0;1970.0;3.0;4.0;630.0;630.0;1.0;4.0;1.0;32.0
5.0;1976.0;3.0;4.0;264.0;1304.0;1.0;3.0;1.0;30.0
6.0;1941.0;3.0;3.0;806.0;1578.0;1.0;2.0;1.0;42.0
6.0;2006.0;4.0;4.0;728.0;1456.0;2.0;3.0;2.0;30.0
5.0;1960.0;3.0;3.0;1269.0;1269.0;1.0;3.0;1.0;30.0
5.0;1938.0;3.0;2.0;190.0;886.0;1.0;3.0;1.0;40.0
4.0;1920.0;3.0;3.0;720.0;720.0;1.0;3.0;0.0;20.0
8.0;1992.0;4.0;4.0;3200.0;3228.0;3.0;4.0;2.0;40.0
7.0;1925.0;3.0;3.0;1026.0;1820.0;2.0;3.0;1.0;42.0
5.0;1967.0;3.0;3.0;864.0;899.0;1.0;4.0;1.0;35.0
5.0;1958.0;3.0;3.0;912.0;912.0;1.0;3.0;1.0;35.0
6.0;1973.0;3.0;3.0;672.0;1218.0;1.0;3.0;1.0;30.0
7.0;2005.0;4.0;4.0;866.0;1768.0;2.0;4.0;2.0;35.0
5.0;1965.0;3.0;3.0;1214.0;1214.0;1.0;3.0;2.0;35.0
7.0;1959.0;3.0;3.0;1501.0;1801.0;2.0;3.0;2.0;56.0
6.0;1974.0;3.0;3.0;855.0;1322.0;2.0;3.0;2.0;30.0
5.0;1952.0;3.0;3.0;960.0;1960.0;2.0;3.0;2.0;25.0
8.0;1993.0;4.0;4.0;777.0;1911.0;2.0;4.0;2.0;40.0
6.0;2009.0;4.0;4.0;1218.0;1218.0;2.0;4.0;2.0;30.0
7.0;1928.0;3.0;3.0;689.0;1378.0;2.0;4.0;2.0;63.0
5.0;1959.0;3.0;3.0;1041.0;1041.0;1.0;3.0;1.0;30.0
5.0;1951.0;4.0;3.0;1008.0;1363.0;1.0;3.0;1.0;35.0
7.0;2005.0;4.0;4.0;1368.0;1368.0;2.0;4.0;2.0;35.0
5.0;1958.0;3.0;3.0;864.0;864.0;1.0;3.0;2.0;25.0
6.0;1983.0;3.0;3.0;1084.0;1080.0;1.0;3.0;2.0;30.0
5.0;1926.0;3.0;3.0;768.0;789.0;1.0;3.0;1.0;25.0
10.0;2009.0;5.0;5.0;2006.0;2020.0;2.0;5.0;3.0;50.0
6.0;1972.0;3.0;3.0;689.0;2119.0;2.0;3.0;2.0;36.0
7.0;1996.0;4.0;4.0;1264.0;2344.0;2.0;4.0;3.0;35.0
6.0;1998.0;3.0;4.0;794.0;1796.0;2.0;3.0;2.0;30.0
7.0;1926.0;4.0;4.0;1276.0;2080.0;1.0;4.0;1.0;63.0
4.0;1900.0;3.0;0.0;0.0;1294.0;2.0;3.0;0.0;28.0
6.0;1957.0;3.0;3.0;1244.0;1244.0;1.0;3.0;1.0;36.0
6.0;1947.0;3.0;3.0;1004.0;1664.0;2.0;3.0;2.0;42.0
7.0;1996.0;4.0;4.0;1379.0;2398.0;2.0;4.0;3.0;35.0
7.0;2005.0;4.0;4.0;1257.0;1266.0;2.0;4.0;2.0;35.0
5.0;1956.0;3.0;4.0;928.0;928.0;1.0;3.0;1.0;35.0
9.0;2008.0;5.0;5.0;1452.0;2713.0;2.0;5.0;3.0;45.0
4.0;1920.0;3.0;3.0;528.0;605.0;1.0;3.0;0.0;28.0
6.0;1957.0;4.0;3.0;2035.0;2515.0;3.0;3.0;2.0;18.0
6.0;1988.0;4.0;4.0;1461.0;1509.0;2.0;4.0;2.0;30.0
6.0;1920.0;3.0;2.0;611.0;1362.0;2.0;3.0;2.0;48.0
5.0;1955.0;3.0;0.0;0.0;827.0;1.0;3.0;1.0;35.0
1.0;1946.0;2.0;0.0;0.0;334.0;1.0;2.0;0.0;3.0
8.0;2004.0;4.0;5.0;707.0;1414.0;2.0;4.0;2.0;40.0
5.0;1910.0;3.0;4.0;1117.0;1347.0;1.0;3.0;0.0;35.0
7.0;1998.0;3.0;4.0;880.0;1724.0;2.0;4.0;2.0;35.0
4.0;1972.0;3.0;3.0;864.0;864.0;1.0;3.0;2.0;20.0
5.0;1968.0;3.0;3.0;1051.0;1159.0;1.0;3.0;1.0;25.0
8.0;2001.0;4.0;4.0;1581.0;1601.0;2.0;4.0;2.0;40.0
9.0;2006.0;5.0;5.0;1838.0;1838.0;2.0;5.0;3.0;45.0
8.0;2000.0;4.0;4.0;969.0;2285.0;2.0;4.0;3.0;40.0
7.0;1998.0;4.0;5.0;1650.0;1680.0;2.0;4.0;2.0;35.0
7.0;1998.0;3.0;4.0;723.0;767.0;1.0;3.0;1.0;35.0
7.0;2006.0;4.0;4.0;654.0;1496.0;2.0;4.0;2.0;35.0
7.0;1988.0;4.0;4.0;1204.0;2183.0;2.0;4.0;3.0;35.0
6.0;1923.0;3.0;4.0;1065.0;1635.0;1.0;3.0;2.0;42.0
5.0;1970.0;3.0;4.0;768.0;768.0;1.0;3.0;2.0;35.0
5.0;1955.0;3.0;3.0;825.0;825.0;1.0;3.0;2.0;35.0
7.0;2003.0;4.0;4.0;912.0;2094.0;2.0;4.0;2.0;35.0
6.0;1977.0;3.0;4.0;1069.0;1069.0;2.0;3.0;2.0;36.0
5.0;1957.0;3.0;3.0;928.0;928.0;1.0;3.0;1.0;30.0
8.0;2006.0;4.0;5.0;1709.0;1717.0;2.0;4.0;3.0;40.0
4.0;1949.0;3.0;0.0;0.0;1126.0;2.0;4.0;2.0;20.0
7.0;2003.0;4.0;4.0;998.0;2046.0;2.0;4.0;3.0;35.0
5.0;1922.0;3.0;3.0;993.0;1048.0;1.0;3.0;1.0;30.0
5.0;1957.0;3.0;3.0;1092.0;1092.0;1.0;3.0;1.0;25.0
4.0;1920.0;3.0;3.0;637.0;1336.0;1.0;3.0;1.0;24.0
7.0;1996.0;3.0;4.0;729.0;1446.0;2.0;3.0;2.0;35.0
7.0;2003.0;4.0;4.0;1374.0;1557.0;2.0;4.0;2.0;35.0
5.0;1957.0;3.0;4.0;1392.0;1392.0;1.0;3.0;2.0;30.0
5.0;1974.0;3.0;4.0;1389.0;1389.0;1.0;3.0;2.0;25.0
5.0;1940.0;3.0;3.0;996.0;996.0;1.0;3.0;0.0;30.0
6.0;1918.0;3.0;4.0;1163.0;1674.0;2.0;3.0;2.0;42.0
7.0;1992.0;4.0;4.0;1095.0;2295.0;2.0;4.0;2.0;35.0
6.0;1915.0;3.0;4.0;806.0;1647.0;1.0;2.0;1.0;24.0
9.0;2005.0;4.0;4.0;1122.0;2504.0;2.0;5.0;3.0;45.0
7.0;2004.0;4.0;4.0;1517.0;1535.0;2.0;4.0;2.0;35.0
8.0;1983.0;4.0;4.0;1496.0;2132.0;1.0;4.0;2.0;64.0
5.0;1979.0;3.0;4.0;943.0;943.0;1.0;3.0;2.0;25.0
5.0;1965.0;3.0;3.0;1728.0;1728.0;2.0;3.0;2.0;25.0
6.0;1959.0;3.0;3.0;864.0;864.0;1.0;4.0;1.0;36.0
7.0;2009.0;3.0;5.0;846.0;1692.0;2.0;4.0;2.0;35.0
7.0;2000.0;3.0;4.0;384.0;1430.0;2.0;3.0;2.0;35.0
5.0;1971.0;3.0;3.0;372.0;1109.0;1.0;3.0;1.0;35.0
5.0;1947.0;3.0;3.0;832.0;1216.0;1.0;3.0;1.0;25.0
7.0;1928.0;3.0;3.0;861.0;1477.0;2.0;3.0;1.0;49.0
5.0;1966.0;3.0;3.0;1164.0;1320.0;1.0;3.0;2.0;30.0
7.0;2007.0;4.0;4.0;689.0;1392.0;2.0;4.0;2.0;35.0
5.0;1954.0;3.0;3.0;1050.0;1795.0;2.0;3.0;1.0;25.0
6.0;1960.0;3.0;3.0;1144.0;1429.0;1.0;4.0;2.0;36.0
8.0;2008.0;5.0;5.0;2042.0;2042.0;2.0;5.0;3.0;40.0
6.0;1990.0;3.0;4.0;816.0;816.0;1.0;3.0;0.0;30.0
10.0;1893.0;5.0;3.0;1237.0;2775.0;3.0;4.0;2.0;90.0
4.0;1935.0;3.0;3.0;884.0;1573.0;1.0;4.0;1.0;28.0
8.0;2005.0;4.0;5.0;1868.0;2028.0;2.0;4.0;3.0;40.0
6.0;1918.0;3.0;3.0;816.0;838.0;1.0;2.0;1.0;42.0
5.0;1982.0;3.0;3.0;840.0;860.0;1.0;3.0;2.0;30.0
5.0;1968.0;3.0;3.0;1437.0;1473.0;1.0;5.0;1.0;40.0
5.0;1930.0;3.0;3.0;742.0;935.0;1.0;3.0;1.0;30.0
7.0;2004.0;4.0;4.0;770.0;1582.0;2.0;4.0;2.0;35.0
10.0;2008.0;5.0;5.0;1722.0;2296.0;2.0;5.0;3.0;50.0
5.0;1982.0;3.0;3.0;816.0;816.0;1.0;3.0;2.0;40.0
6.0;2003.0;4.0;4.0;848.0;848.0;1.0;4.0;2.0;30.0
5.0;1975.0;3.0;4.0;924.0;924.0;1.0;3.0;1.0;30.0
8.0;2005.0;4.0;4.0;1814.0;1826.0;2.0;4.0;3.0;40.0
6.0;1910.0;3.0;3.0;684.0;1368.0;1.0;3.0;1.0;42.0
7.0;2006.0;4.0;5.0;1258.0;1402.0;0.0;4.0;3.0;35.0
5.0;1977.0;3.0;4.0;1430.0;1647.0;2.0;4.0;2.0;30.0
6.0;1980.0;3.0;4.0;716.0;1556.0;2.0;3.0;2.0;36.0
8.0;2005.0;4.0;4.0;1058.0;1904.0;2.0;5.0;2.0;40.0
6.0;1937.0;3.0;3.0;780.0;1375.0;1.0;4.0;1.0;36.0
8.0;1992.0;4.0;4.0;908.0;1915.0;2.0;4.0;2.0;40.0
7.0;2004.0;4.0;4.0;600.0;1200.0;2.0;4.0;2.0;35.0
7.0;2002.0;4.0;4.0;1494.0;1494.0;2.0;4.0;2.0;35.0
7.0;1965.0;3.0;3.0;768.0;1986.0;2.0;3.0;2.0;42.0
5.0;1996.0;3.0;4.0;1040.0;1040.0;1.0;4.0;2.0;25.0
5.0;1948.0;3.0;3.0;896.0;2008.0;3.0;5.0;1.0;40.0
8.0;1934.0;3.0;4.0;965.0;3194.0;2.0;3.0;2.0;48.0
4.0;1961.0;3.0;3.0;1029.0;1029.0;1.0;3.0;1.0;20.0
9.0;2000.0;4.0;5.0;1440.0;2153.0;2.0;5.0;3.0;45.0
6.0;1978.0;3.0;4.0;1032.0;1032.0;2.0;3.0;2.0;36.0
8.0;2001.0;4.0;4.0;1299.0;1872.0;2.0;5.0;2.0;40.0
5.0;2007.0;3.0;4.0;1120.0;1120.0;1.0;3.0;0.0;25.0
4.0;1972.0;3.0;4.0;630.0;630.0;1.0;3.0;0.0;24.0
6.0;1963.0;3.0;3.0;936.0;1054.0;1.0;4.0;2.0;42.0
6.0;2002.0;4.0;4.0;783.0;1509.0;2.0;4.0;2.0;30.0
6.0;1954.0;3.0;3.0;832.0;832.0;1.0;4.0;2.0;36.0
9.0;2007.0;5.0;5.0;1822.0;1828.0;2.0;4.0;3.0;45.0
8.0;2003.0;4.0;4.0;1482.0;2262.0;2.0;4.0;3.0;40.0
3.0;1914.0;3.0;3.0;864.0;864.0;1.0;3.0;0.0;9.0
6.0;1974.0;3.0;3.0;1522.0;2614.0;2.0;3.0;2.0;42.0
5.0;1977.0;3.0;3.0;980.0;980.0;1.0;3.0;2.0;30.0
6.0;2000.0;4.0;4.0;756.0;1512.0;2.0;4.0;2.0;30.0
6.0;1972.0;3.0;3.0;732.0;1790.0;1.0;3.0;2.0;30.0
6.0;1962.0;3.0;3.0;1116.0;1116.0;1.0;3.0;2.0;36.0
5.0;1960.0;3.0;3.0;978.0;1422.0;1.0;3.0;1.0;25.0
6.0;1955.0;3.0;3.0;1156.0;1520.0;1.0;3.0;1.0;36.0
5.0;1969.0;3.0;4.0;1040.0;2080.0;1.0;2.0;2.0;25.0
6.0;1964.0;3.0;3.0;1248.0;1350.0;1.0;3.0;2.0;30.0
5.0;1880.0;3.0;2.0;636.0;1750.0;1.0;5.0;1.0;30.0
8.0;2006.0;4.0;4.0;1554.0;1554.0;2.0;4.0;2.0;40.0
7.0;1977.0;3.0;3.0;1386.0;1411.0;2.0;3.0;2.0;35.0
5.0;1954.0;3.0;3.0;1056.0;1056.0;1.0;3.0;1.0;35.0
6.0;1980.0;3.0;3.0;1056.0;1056.0;0.0;3.0;2.0;30.0
6.0;1914.0;2.0;3.0;1440.0;3395.0;2.0;2.0;0.0;42.0
2.0;1936.0;2.0;3.0;264.0;800.0;1.0;2.0;0.0;6.0
5.0;1954.0;3.0;3.0;811.0;1387.0;2.0;4.0;1.0;20.0
5.0;1910.0;3.0;2.0;796.0;796.0;1.0;3.0;0.0;35.0
8.0;2006.0;4.0;4.0;1520.0;1567.0;2.0;5.0;3.0;40.0
8.0;2003.0;5.0;5.0;1518.0;1518.0;1.0;5.0;2.0;40.0
7.0;2001.0;4.0;4.0;1057.0;1929.0;2.0;4.0;2.0;35.0
8.0;1972.0;4.0;4.0;1952.0;2704.0;2.0;5.0;2.0;56.0
5.0;1969.0;3.0;3.0;780.0;1620.0;2.0;3.0;2.0;25.0
9.0;2009.0;5.0;5.0;1766.0;1766.0;2.0;5.0;3.0;45.0
6.0;1971.0;3.0;3.0;981.0;981.0;1.0;3.0;2.0;30.0
5.0;1950.0;3.0;0.0;0.0;1048.0;1.0;3.0;2.0;25.0
6.0;1953.0;3.0;3.0;1094.0;1094.0;1.0;3.0;2.0;30.0
6.0;1966.0;3.0;3.0;756.0;1839.0;1.0;3.0;2.0;30.0
4.0;1970.0;3.0;4.0;630.0;630.0;1.0;3.0;0.0;24.0
7.0;2007.0;4.0;4.0;813.0;1665.0;2.0;4.0;2.0;42.0
4.0;1940.0;3.0;3.0;755.0;1510.0;1.0;3.0;1.0;20.0
7.0;1996.0;4.0;4.0;880.0;1716.0;2.0;4.0;2.0;35.0
6.0;1906.0;3.0;3.0;756.0;1469.0;1.0;3.0;1.0;42.0
8.0;1995.0;4.0;4.0;2109.0;2113.0;2.0;4.0;3.0;48.0
6.0;1971.0;3.0;3.0;525.0;1092.0;1.0;3.0;1.0;30.0
5.0;1959.0;4.0;3.0;1053.0;1053.0;1.0;4.0;1.0;35.0
